date,fire_scar,site,plot,CollectionID,location..m.,green_moss,depth1,org_hit,thaw_d,thaw_hit,ar_sol_depth1,ar_sol_hit,ar_height1,ar_height2,ar_height3,ar_height_avg,collected,sample_id,sample_depth1,sample_depth2,sample_width1,sample_width2,sample_length1,sample_length2,organic_notes,min_depth,m1_depth1,m1_depth2,m2_depth1,m2_depth_2,min_coregrab,mineral_notes,general_notes,sample_photo
2025-08-03,Chitanana,Chit1,A,CHIT1A9,9,0.1,18,Mineral,77,Frozen Ground,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-07-08,Chitanana,Chit1,B,NA,NA,NA,22,Mineral,40,Frozen Ground,25,Mineral,NA,NA,NA,3.5,yes,Chit29B,23,23,10,10.5,10.5,10.5,NA,NA,NA,NA,NA,NA,Core,Reached permafrost at 9 cm,NA,NA
2023-07-08,Chitanana,Chit1,B,NA,NA,NA,22,Mineral,48,Frozen Ground,22,Mineral,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-08-03,Chitanana,Chit1,B,CHIT1B3,3,3,26,Mineral,46,Frozen Ground,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-08-03,Chitanana,Chit1,B,CHIT1B6,6,0.1,22,Mineral,52,Frozen Ground,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-08-03,Chitanana,Chit1,B,CHIT1B9,9,0.1,20,Mineral,60,Frozen Ground,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-07-08,Chitanana,Chit1,C,NA,NA,NA,24,Mineral,53,Frozen Ground,24,Mineral,NA,NA,NA,8.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-07-08,Chitanana,Chit1,C,NA,NA,NA,17,Mineral,70,Frozen Ground,17,Mineral,NA,NA,NA,7,yes,Chit29C,24,24,9,9,10,9,NA,NA,NA,NA,NA,NA,Core,NA,NA,NA
2025-08-03,Chitanana,Chit1,C,CHIT1C3,3,0,17,Mineral,55,Frozen Ground,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-08-03,Chitanana,Chit1,C,CHIT1C6,6,0,18,Mineral,51,Frozen Ground,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-08-03,Chitanana,Chit1,C,CHIT1C9,9,0.1,24.5,Mineral,58,Frozen Ground,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-07-09,Chitanana,Chit3,A,NA,NA,NA,36,Frozen Ground,42,Frozen Ground,34,Frozen Ground,NA,NA,NA,2.75,yes,Chit32A,31,32,9,9,10,10.5,Cut off green layer,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-07-09,Chitanana,Chit3,A,NA,NA,NA,34,Frozen Ground,34,Frozen Ground,29,Frozen Ground,NA,NA,NA,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-08-03,Chitanana,Chit3,A,CHIT3A3,3,0,30,Mineral,52,Frozen Ground,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-08-03,Chitanana,Chit3,A,CHIT3A6,6,0,43,Mineral,76,Frozen Ground,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-08-03,Chitanana,Chit3,A,CHIT3A9,9,0.1,47,Frozen Ground,47,Frozen Ground,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-07-09,Chitanana,Chit3,B,NA,NA,NA,38.5,Frozen Ground,40,Frozen Ground,33,Frozen Ground,NA,NA,NA,6,yes,Chit32B,37.5,38.5,11.5,11,11,12,NA,NA,NA,NA,NA,NA,None,NA,NA,NA
2023-07-09,Chitanana,Chit3,B,NA,NA,NA,27,Frozen Ground,27,Frozen Ground,39,Frozen Ground,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-08-03,Chitanana,Chit3,B,CHIT3B3,3,0,42,Frozen Ground,42,Frozen Ground,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-08-03,Chitanana,Chit3,B,CHIT3B6,6,0,40,Frozen Ground,40,Frozen Ground,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-08-03,Chitanana,Chit3,B,CHIT3B9,9,0,45,Frozen Ground,45,Frozen Ground,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-07-09,Chitanana,Chit3,C,NA,NA,NA,42,Frozen Ground,42,Frozen Ground,38,Frozen Ground,NA,NA,NA,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-07-09,Chitanana,Chit3,C,NA,NA,NA,22,Frozen Ground,43,Frozen Ground,20,Frozen Ground,NA,NA,NA,2,yes,Chit32C,22,21,10.5,12,11,10.5,NA,NA,NA,NA,NA,NA,None,NA,NA,NA
2025-08-03,Chitanana,Chit3,C,CHIT3C3,3,0.1,48,"Frozen Ground,Ice",48,Frozen Ground,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-08-03,Chitanana,Chit3,C,CHIT3C6,6,0,45,Frozen Ground,45,Frozen Ground,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-08-03,Chitanana,Chit3,C,CHIT3C9,9,0,43,Frozen Ground,43,Frozen Ground,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-07-09,Chitanana,Chit4,A,NA,NA,NA,37,Frozen Ground,37,Frozen Ground,37,Frozen Ground,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-07-09,Chitanana,Chit4,A,NA,NA,NA,25,Mineral,35,Frozen Ground,31,Frozen Ground,NA,NA,NA,3,yes,Chit3A,25,25.5,10,10,11,10.5,NA,NA,NA,NA,NA,NA,Core,"Mineral soil is borderline organic, not the best sample. Only got 0-5.",NA,NA
2025-08-03,Chitanana,Chit4,A,CHIT4A3,3,0,34,Mineral,49,Frozen Ground,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-08-03,Chitanana,Chit4,A,CHIT4A6,6,0,28,Mineral,42,Frozen Ground,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-08-03,Chitanana,Chit4,A,CHIT4A9,9,0,29,Mineral,41,Frozen Ground,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-07-09,Chitanana,Chit4,B,NA,NA,NA,32,Mineral,51,Frozen Ground,37,Frozen Ground,NA,NA,NA,5.5,yes,Chit33B,28.5,27,10,9.5,10,10,NA,NA,NA,NA,NA,NA,None,NA,NA,NA
2023-07-09,Chitanana,Chit4,B,NA,NA,NA,37,Frozen Ground,37,Frozen Ground,37,Frozen Ground,NA,NA,NA,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-08-03,Chitanana,Chit4,B,CHIT4B3,3,0,30,Mineral,35,Frozen Ground,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-08-03,Chitanana,Chit4,B,CHIT4B6,6,0,27,Mineral,42,Frozen Ground,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-08-03,Chitanana,Chit4,B,CHIT4B9,9,0,34,Mineral,45,Frozen Ground,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-07-09,Chitanana,Chit4,C,NA,NA,NA,31,Frozen Ground,34,Frozen Ground,38,Frozen Ground,NA,NA,NA,5.5,yes,Chit33c,29.5,30.5,11,10.5,11.5,11,NA,NA,NA,NA,NA,NA,None,NA,NA,NA
2023-07-09,Chitanana,Chit4,C,NA,NA,NA,38,Frozen Ground,54,Frozen Ground,28,Frozen Ground,NA,NA,NA,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-08-03,Chitanana,Chit4,C,CHIT4C3,3,0,25,Mineral,48,Frozen Ground,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-08-03,Chitanana,Chit4,C,CHIT4C6,6,0,33,Mineral,49,Frozen Ground,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-08-03,Chitanana,Chit4,C,CHIT4C9,9,0,36,Mineral,46,Frozen Ground,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-08-05,Dry Creek,DrCr1,A,NA,3,0,23,"Mineral,Water",64,Frozen Ground,27,"Mineral,Water",11.5,8,11,10.166666666666666,yes,DrCr1A,20,23,11,10.5,10,11.5,NA,NA,5,NA,5,NA,Core,NA,Hit water at 20cm,a968a64a-ec50-4df1-9181-14efcac670e0
2024-08-05,Dry Creek,DrCr1,A,NA,6,0,27,"Mineral,Water",101,>100cm,28,"Mineral,Water",6.5,3,NA,4.75,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-08-05,Dry Creek,DrCr1,B,NA,3,0,30,Mineral,71,Frozen Ground,24.5,"Mineral,Water",6.5,5,NA,5.75,yes,DrCr1B,31,32,11,12,10.5,10.5,NA,NA,5,NA,5,NA,Core,NA,Sampled at 13.3 due to tree roots,06b318f5-8efb-40c6-be72-35964d0b2776
2024-08-05,Dry Creek,DrCr1,B,NA,6,0.1,24,"Mineral,Water",55,Frozen Ground,30,"Mineral,Water",11,12,11,11.333333333333334,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-08-05,Dry Creek,DrCr1,C,NA,3,0.1,20,"Mineral,Water",73,Frozen Ground,33,"Mineral,Water",4,5,NA,4.5,yes,DrCr1C,21,22,10,10,10.5,10,NA,NA,5,NA,5,NA,Core,NA,Hit water at 15,NA
2024-08-05,Dry Creek,DrCr1,C,NA,6,0,29,Mineral,68,Frozen Ground,28,"Mineral,Water",14,16,NA,15,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-08-05,Dry Creek,DrCr2,A,NA,3,0.1,31,"Mineral,Water",101,>100cm,24,"Mineral,Water",2.5,8,NA,5.25,yes,DrCr2A,32,31,11,11,10,10,NA,NA,5,NA,5,NA,Core,NA,NA,NA
2024-08-05,Dry Creek,DrCr2,A,NA,6,0,33,Mineral,98,Frozen Ground,31,"Mineral,Water",6,NA,NA,6,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-08-05,Dry Creek,DrCr2,B,NA,3,0.1,22,Mineral,67,Frozen Ground,37,Mineral,1,NA,NA,1,yes,DrCr2B,25,23.5,10.5,10.5,11,11,NA,NA,5,NA,5,NA,Core,NA,No at roots visible on nearby trees,793836fd-cf73-4da9-9917-197b84ef0bd5
2024-08-05,Dry Creek,DrCr2,B,NA,6,0.1,29,"Mineral,Water",73,Frozen Ground,29,"Mineral,Water",6,7,4,5.666666666666667,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-08-05,Dry Creek,DrCr2,C,NA,3,0.1,24,"Mineral,Water",98,Frozen Ground,37,"Mineral,Water",4.5,10,NA,7.25,yes,DrCr2C,21,23,11,12,19,9,NA,NA,5,NA,5,NA,Core,NA,NA,d8912997-6e53-4d57-87a4-6f86dbb7b11a
2024-08-05,Dry Creek,DrCr2,C,NA,6,0.1,20,"Mineral,Water",101,>100cm,25,"Mineral,Water",1,2,4,2.3333333333333335,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Green moss depth at ar 2.5. Not included in SOL measurement,NA
2024-08-05,Dry Creek,DrCr3,A,NA,3,0.1,24,"Mineral,Water",60,Frozen Ground,24,"Mineral,Water",6,2,3,3.6666666666666665,yes,DrCr3A,25,25,10,10.5,8,10,NA,NA,5,NA,5,NA,Core,NA,Hit water at 16,NA
2024-08-05,Dry Creek,DrCr3,A,NA,6,0,23,"Mineral,Water",54,Frozen Ground,28,"Mineral,Water",2,4,NA,3,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ar green moss is 0.5,NA
2024-08-05,Dry Creek,DrCr3,B,NA,3,0.1,25,"Mineral,Water",47,Frozen Ground,24,"Mineral,Water",12,16,13,13.666666666666666,yes,DrCr3B,27,27,10,10,9,10,NA,NA,5,NA,5,NA,Core,NA,NA,ba682eea-674b-47ac-8353-3fd7a1515cb6
2024-08-05,Dry Creek,DrCr3,B,NA,6,0,48,Frozen Ground,48,Frozen Ground,29,"Mineral,Water",10,7,5,7.333333333333333,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-08-05,Dry Creek,DrCr3,C,NA,3,0.1,21,Mineral,45,Frozen Ground,23.5,Mineral,13,6,15,11.333333333333334,yes,DrCr3C,23,24,12,11.5,10,10,NA,NA,5,NA,5,NA,Core,NA,NA,NA
2024-08-05,Dry Creek,DrCr3,C,NA,6,0,35,"Mineral,Water",51,Frozen Ground,29,"Mineral,Water",16,5,NA,10.5,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-08-06,Dry Creek,DrCr4,A,NA,3,0,4,Mineral,90,Mineral,4,Mineral,9,8,8,8.333333333333334,yes,DrCr4A,4.5,3,10,10,9.5,9.5,NA,NA,5,NA,5,NA,Core,NA,"Thaw depth I think was still mineral, but extremely dense and hard to push through, so couldn’t get it any further",NA
2024-08-06,Dry Creek,DrCr4,A,NA,6,0,6.5,Mineral,73,Mineral,6,Mineral,10,9,10,9.666666666666666,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Same problem here with dense mineral, hard time getting probe deep",NA
2024-08-06,Dry Creek,DrCr4,B,NA,3,0,6.5,Mineral,90,Mineral,6.5,Mineral,13,12,12,12.333333333333334,yes,DrCr4B,6.5,7,9,9,9,10,NA,NA,5,NA,5,NA,Core,NA,Mineral all the way down but really hard to press thaw probe through,NA
2024-08-06,Dry Creek,DrCr4,B,NA,6,0,6,Mineral,57,Mineral,3,Mineral,8,8,9,8.333333333333334,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mineral soil too dense too push thaw probe through,NA
2024-08-06,Dry Creek,DrCr4,C,NA,3,0,11.5,Mineral,87,Mineral,7,Mineral,7,8,5,6.666666666666667,yes,DrCr4C,10,10,10,9,9.5,9,NA,NA,5,NA,5,NA,Core,NA,"Really hard packed mineral, hard to get thaw probe through",NA
2024-08-06,Dry Creek,DrCr4,C,NA,6,0,12,Mineral,62,Mineral,7,Mineral,8,6,NA,7,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mineral very dense, hard to get that probe deep",NA
2024-08-06,Dry Creek,DrCr5,A,NA,3,0,8,Mineral,93,Mineral,4,Mineral,16,15,16,15.666666666666666,yes,DrCr5A,8,7.5,10,10,10,9.5,NA,NA,5,NA,5,NA,Core,NA,Mineral too dense for thaw probe,NA
2024-08-06,Dry Creek,DrCr5,A,NA,6,0,2,Mineral,67,Mineral,2.5,Mineral,13,11,12,12,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mineral too dense for thaw probe,NA
2024-08-06,Dry Creek,DrCr5,B,NA,3,0,9,Mineral,60,Mineral,7,Mineral,10,12,11,11,yes,DrCr5B,10,11.5,10,10.5,10,10,NA,NA,5,NA,5,NA,Core,NA,Mineral too dense to probe further,NA
2024-08-06,Dry Creek,DrCr5,B,NA,6,0,3,Mineral,58,Mineral,4,Mineral,9,10,13,10.666666666666666,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mineral too dense to probe,NA
2024-08-06,Dry Creek,DrCr5,C,NA,3,0,4,Mineral,50,Mineral,2.5,Mineral,11,9,10,10,yes,DrCr5C,4,4.5,11,11,10,10,NA,NA,5,NA,5,NA,Core,NA,Sampled at 23.6 due to roots. Mineral too dense to probe,NA
2024-08-06,Dry Creek,DrCr5,C,NA,6,0,3,Mineral,50,Mineral,1.5,Mineral,13,14,NA,13.5,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-08-06,Dry Creek,DrCr6,A,NA,3,0,16,"Mineral,Water",101,>100cm,16,"Mineral,Water",4,3,4,3.6666666666666665,yes,DrCr6A,20,20,7,7,8.5,8,NA,NA,6,NA,4,NA,Core,NA,NA,NA
2024-08-06,Dry Creek,DrCr6,A,NA,6,0,25,"Mineral,Water",101,>100cm,31,"Mineral,Water",8,7.5,5,6.833333333333333,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-08-06,Dry Creek,DrCr6,B,NA,3,0,20.5,"Mineral,Water",101,>100cm,27,"Mineral,Water",7,NA,NA,7,yes,DrCr6B,22,22,10,10,10,10.5,NA,NA,5,NA,5,NA,Core,NA,NA,NA
2024-08-06,Dry Creek,DrCr6,B,NA,6,0,36.5,"Mineral,Water",101,>100cm,39,"Mineral,Water",6,7,8,7,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-08-06,Dry Creek,DrCr6,C,NA,3,0,21,Mineral,101,>100cm,23,Mineral,7,6,NA,6.5,yes,DrCr6C,20,21.5,10.5,10,9.5,10,NA,NA,5,NA,5,NA,Core,NA,NA,NA
2024-08-06,Dry Creek,DrCr6,C,NA,6,0,26,Mineral,101,>100cm,24,Mineral,5,8,11,8,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-07-31,Globe,Glob1,A,GLOB1A3,3,0,21,Mineral,50,Frozen Ground,22,Mineral,6,8,12,8.666666666666666,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-07-31,Globe,Glob1,A,GLOB1A6,6,0,21.5,Mineral,54,Frozen Ground,32,Mineral,6,2,12,6.666666666666667,yes,A6,21,22,11,11.5,11,11.5,NA,NA,5,5,5,5,Grab,Hit ice,NA,NA
2025-07-31,Globe,Glob1,A,GLOB1A9,9,0,21,"Mineral,Water",35,Frozen Ground,21,"Mineral,Water",8,7,7,7.333333333333333,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-07-31,Globe,Glob1,B,GLOB1B3,3,0,14,Mineral,52,Frozen Ground,14,Mineral,9,12,4,8.333333333333334,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-07-31,Globe,Glob1,B,GLOB1B6,6,1,25.5,"Mineral,Water",60,Frozen Ground,25,"Mineral,Water",2,4,5,3.6666666666666665,yes,B6,26,25,9,9.5,9,8.5,NA,NA,5,5,5,5,Core,NA,NA,NA
2025-07-31,Globe,Glob1,B,GLOB1B9,9,0,35,"Mineral,Water",40,Frozen Ground,35,"Mineral,Water",12,9,7,9.333333333333334,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-07-31,Globe,Glob1,C,GLOB1C3,3,0,20,"Mineral,Water",31,Frozen Ground,20,"Mineral,Water",8,13,3,8,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-07-31,Globe,Glob1,C,GLOB1C6,6,0,11.5,Mineral,56,Frozen Ground,9,Mineral,4,3,8,5,yes,C6,11,11.5,10,10,9.5,9,NA,NA,5,5,5,5,Grab,NA,NA,NA
2025-07-31,Globe,Glob1,C,GLOB1C9,9,0,17,Mineral,45,Frozen Ground,14.5,Mineral,9,2,17,9.333333333333334,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-07-31,Globe,Glob2,A,GLOB2A6,6,0,29.5,Mineral,50,"Frozen Ground,Mineral,Water",30,Frozen Ground,2,2,5,3,yes,A6,29,30,10,11,9,9.5,NA,NA,5,5,5,5,Grab,NA,NA,NA
2025-07-31,Globe,Glob2,A,GLOB2A3,3,0,17,Mineral,33,Frozen Ground,19,Mineral,16,13,13,14,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-07-31,Globe,Glob2,A,GLOB2A9,9,0,22,"Mineral,Water",72,Frozen Ground,28,"Mineral,Water",6,3,6,5,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-07-31,Globe,Glob2,B,GLOB2B6,6,0,33.5,Mineral,42,Frozen Ground,30,Ice,2,2,4,2.6666666666666665,yes,B6,33.5,33,10.5,11,11,11.5,NA,NA,5,5,3,3,Grab,Hit ice,NA,NA
2025-07-31,Globe,Glob2,B,GLOB2B3,3,0,25,Frozen Ground,48,Frozen Ground,26,Frozen Ground,9,4,4,5.666666666666667,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-07-31,Globe,Glob2,B,GLOB2B9,9,0,63,Mineral,65,Frozen Ground,63,Mineral,7,4,5,5.333333333333333,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-07-31,Globe,Glob2,C,GLOB2C6,6,0,19.5,Mineral,41,Frozen Ground,17,Mineral,5,3,1,3,yes,C6,19.5,19.5,9.5,9.5,10,10.5,NA,NA,5,NA,5,NA,Core,NA,NA,NA
2025-07-31,Globe,Glob2,C,GLOB2C3,3,0,34,"Ice,Water",34,"Frozen Ground,Ice",22,"Mineral,Water",3,4,3,3.3333333333333335,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-07-31,Globe,Glob2,C,GLOB2C9,9,0,25,"Mineral,Water",40,Frozen Ground,30,"Mineral,Water",4,4,4,4,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-07-31,Globe,Glob3,A,GLOB3A6,6,0,18,Mineral,55,Frozen Ground,15,Mineral,8,7,5,6.666666666666667,yes,A6,18,17.5,9.5,10,9,9.5,NA,NA,5,5,5,5,Core,NA,NA,NA
2025-07-31,Globe,Glob3,A,GLOB3A3,3,0,19,Mineral,52,Frozen Ground,18,Mineral,5,3,3,3.6666666666666665,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-07-31,Globe,Glob3,A,GLOB3A9,9,0,28,Mineral,42,Frozen Ground,14,Mineral,2,10,1,4.333333333333333,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-07-31,Globe,Glob3,B,GLOB3B3,3,0,32,Mineral,45,Frozen Ground,21,Mineral,3,3,1,2.3333333333333335,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-07-31,Globe,Glob3,B,GLOB3B6,6,1.5,15.5,"Mineral,Water",66,Frozen Ground,12,Mineral,6,6,7,6.333333333333333,yes,B6,15.5,15.5,10,10,9.5,9,NA,NA,5,5,5,5,Grab,NA,NA,NA
2025-07-31,Globe,Glob3,B,GLOB3B9,9,0,14,Mineral,68,Frozen Ground,14,Mineral,12,14,5,10.333333333333334,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-07-31,Globe,Glob3,C,GLOB3C3,3,0,35,Mineral,50,Frozen Ground,21,Mineral,5,7,3,5,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-07-31,Globe,Glob3,C,GLOB3C6,6,0,17,Mineral,56,Frozen Ground,17,Mineral,11,11,6,9.333333333333334,yes,C6,16.5,17,9.5,10,8.5,8.5,NA,NA,5,5,5,5,Core,NA,NA,NA
2025-07-31,Globe,Glob3,C,GLOB3C9,9,0,20,Mineral,51,Frozen Ground,16,Mineral,9,7,4,6.666666666666667,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-07-23,Globe,Glob4,A,GLOB4A3,3,0,7,Mineral,110,>100cm,9,"Mineral,Rock",11,14,9,11.333333333333334,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-07-23,Globe,Glob4,A,GLOB4A6,6,1.5,5.5,Mineral,96,Rock,10,Mineral,8,11,5,8,yes,A6,8,5.5,10,9.5,12.5,12.5,NA,NA,5,5,5,5,Core,NA,NA,NA
2025-07-23,Globe,Glob4,A,GLOB4A9,9,1,11,"Mineral,Rock",103,Rock,14.5,Mineral,21,18,17,18.666666666666668,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-07-23,Globe,Glob4,B,GLOB4B6,6,0,10.5,"Mineral,Rock",98,Rock,17,Mineral,12.5,14,17,14.5,yes,Glob4 b6,8,10,12,13,10,10.5,NA,NA,5,5,5,5,Core,NA,NA,NA
2025-07-23,Globe,Glob4,B,GLOB4B3,3,0.1,20,Mineral,50.5,Rock,20,"Mineral,Rock",29,22,22,24.333333333333332,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
